"COUNTY","STATE","POPEST2019","BEDS","HELIPADS","NONPROF","PRIVATE","GOVERNM","LAT","LON","Index","Beds_z","POPEST2019_z","HELIPADS_z","NONPROF_z","PRIVATE_z","GOVERNM_z"
"Wright County","Iowa",12562,47,2,0,2,0,42.7404452,-93.7325849,888,-0.245951781163341,-0.275617003909427,0.299104122504934,-0.436459009712868,0.512484124227948,-0.51904074054229
"Allen County","Kansas",12369,25,1,0,1,1,37.8882168,-95.3170208,889,-0.265994848297256,-0.276195789681881,-0.13759901546463,-0.436459009712868,0.133518457406528,0.525022003877604
"Anderson County","Kansas",7858,41,1,1,0,0,38.198077,-95.3067461,890,-0.251418072199864,-0.289723782529235,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Atchison County","Kansas",16073,25,1,1,0,0,39.545816,-95.3326052,891,-0.265994848297256,-0.265087901074787,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Barber County","Kansas",4427,93,2,0,0,2,37.2113342,-98.7033263,892,-0.204043549883338,-0.300012974162858,0.299104122504934,-0.436459009712868,-0.245447209414891,1.5690847482975
"Barton County","Kansas",25779,81,3,2,1,0,38.4683432,-98.776234,893,-0.214976131956382,-0.235980674611382,0.735807260474499,0.35144918248353,0.133518457406528,-0.51904074054229
"Bourbon County","Kansas",14534,61,1,1,0,0,37.8485797,-94.8679591,894,-0.233197102078123,-0.269703192804354,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Brown County","Kansas",9564,50,1,1,1,0,39.824223,-95.5819952,895,-0.24321863564508,-0.284607676167545,-0.13759901546463,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Butler County","Kansas",66911,126,0,1,1,0,37.77924,-96.8456342,896,-0.173978949182466,-0.112630330608417,-0.574302153434195,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Chase County","Kansas",2648,0,0,0,0,0,38.2928083,-96.6152916,897,-0.288771060949432,-0.305347999495477,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Chautauqua County","Kansas",3250,25,1,0,0,1,37.146335,-96.2656966,898,-0.265994848297256,-0.303542667707823,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Cherokee County","Kansas",19939,54,0,0,2,0,37.1718068,-94.8482069,899,-0.239574441620732,-0.253494192285633,-0.574302153434195,-0.436459009712868,0.512484124227948,-0.51904074054229
"Cheyenne County","Kansas",2657,16,0,1,0,0,39.7955799,-101.7575491,900,-0.27419428485204,-0.305321009485362,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Clark County","Kansas",1994,99,1,0,0,2,37.2045719,-99.8133765,901,-0.198577258846816,-0.307309273563792,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Clay County","Kansas",8002,25,1,0,0,1,39.3615169,-97.1718432,902,-0.265994848297256,-0.289291942367404,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Cloud County","Kansas",8786,25,1,1,0,0,39.4850226,-97.6705137,903,-0.265994848297256,-0.286940812597436,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Coffey County","Kansas",8179,78,1,0,0,2,38.235413,-95.7498925,904,-0.217709277474643,-0.288761138835154,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Comanche County","Kansas",1700,12,0,0,0,1,37.1960944,-99.2958383,905,-0.277838478876388,-0.30819094722753,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Cowley County","Kansas",34908,62,2,0,0,2,37.2413155,-96.8675685,906,-0.232286053572036,-0.208603807685313,0.299104122504934,-0.436459009712868,-0.245447209414891,1.5690847482975
"Crawford County","Kansas",38818,146,2,1,0,1,37.503889,-94.8652466,907,-0.155757979060725,-0.1968781477356,0.299104122504934,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Decatur County","Kansas",2827,61,0,0,0,1,39.7940527,-100.472769,908,-0.233197102078123,-0.304811198183201,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Dickinson County","Kansas",18466,137,2,0,0,2,38.8790615,-97.1893341,909,-0.163957415615508,-0.257911557274362,0.299104122504934,-0.436459009712868,-0.245447209414891,1.5690847482975
"Doniphan County","Kansas",7600,0,0,0,0,0,39.7831556,-95.1776492,910,-0.288771060949432,-0.290497496152515,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Douglas County","Kansas",122259,152,1,0,0,1,38.8838392,-95.2874559,911,-0.150291688024203,0.0533522338152954,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Edwards County","Kansas",2798,22,1,0,0,1,37.8684743,-99.3245584,912,-0.268727993815517,-0.30489816599357,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Elk County","Kansas",2530,0,0,0,0,0,37.4619149,-96.2528451,913,-0.288771060949432,-0.305701868516977,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Ellis County","Kansas",28553,172,1,1,0,0,38.9206744,-99.3267086,914,-0.132070717902462,-0.227661753716112,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Ellsworth County","Kansas",6102,25,1,1,0,0,38.6942009,-98.2149289,915,-0.265994848297256,-0.294989833391561,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Finney County","Kansas",36467,132,1,1,0,0,38.0452481,-100.8199963,916,-0.168512658145943,-0.203928538155491,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Ford County","Kansas",33619,99,1,0,1,0,37.7072469,-99.8943146,917,-0.198577258846816,-0.212469376911702,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Franklin County","Kansas",25544,44,0,0,0,1,38.5720008,-95.3184483,918,-0.248684926681603,-0.23668541376437,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Geary County","Kansas",31670,92,2,0,0,2,38.9885445,-96.7619968,919,-0.204954598389425,-0.218314213546482,0.299104122504934,-0.436459009712868,-0.245447209414891,1.5690847482975
"Gove County","Kansas",2636,70,0,0,0,1,38.9030073,-100.5073968,920,-0.22499766552334,-0.305383986175629,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Graham County","Kansas",2482,25,0,0,0,1,39.34062,-99.8980624,921,-0.265994848297256,-0.305845815237587,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Grant County","Kansas",7150,26,0,0,0,1,37.553026,-101.3067042,922,-0.265083799791169,-0.291846996658237,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Gray County","Kansas",5988,0,0,0,0,0,37.7221896,-100.4373907,923,-0.288771060949432,-0.295331706853011,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Greeley County","Kansas",1232,50,0,1,0,0,38.4570355,-101.8185007,924,-0.24321863564508,-0.30959442775348,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Greenwood County","Kansas",5982,25,0,0,0,1,37.8709542,-96.2471338,925,-0.265994848297256,-0.295349700193087,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Hamilton County","Kansas",2539,69,0,0,0,1,38.0058948,-101.8141159,926,-0.225908714029427,-0.305674878506863,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Harper County","Kansas",5436,50,1,0,0,2,37.1922068,-98.0835849,927,-0.24321863564508,-0.296987094140029,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Harvey County","Kansas",34429,141,0,2,0,0,38.0352315,-97.4486267,928,-0.16031322159116,-0.210040276001403,-0.574302153434195,0.35144918248353,-0.245447209414891,-0.51904074054229
"Haskell County","Kansas",3968,13,1,0,0,1,37.5611249,-100.8840421,929,-0.276927430370301,-0.301389464678694,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Hodgeman County","Kansas",1794,38,0,0,0,1,38.0875979,-99.900952,930,-0.254151217718125,-0.307909051566335,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Jackson County","Kansas",13171,12,1,1,0,0,39.4030917,-95.8159647,931,-0.277838478876388,-0.273790679891684,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Jefferson County","Kansas",19043,74,1,1,0,0,39.2405893,-95.391413,932,-0.221353471498991,-0.256181197737026,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Jewell County","Kansas",2879,25,0,0,0,1,39.795263,-98.2255146,933,-0.265994848297256,-0.30465525590254,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Johnson County","Kansas",602401,1611,7,4,11,1,38.8837933,-94.8389141,934,1.17892808235678,1.49324528229997,2.48261981235276,1.13935737467993,3.92317512562072,0.525022003877604
"Kearny County","Kansas",3838,25,0,0,0,1,37.9960049,-101.3523356,935,-0.265994848297256,-0.301779320380347,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Kingman County","Kansas",7152,25,1,1,0,0,37.5420937,-98.122172,936,-0.265994848297256,-0.291840998878211,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Kiowa County","Kansas",2475,15,1,1,0,0,37.5529578,-99.296556,937,-0.275105333358127,-0.305866807467676,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Labette County","Kansas",19618,67,1,0,1,2,37.1899712,-95.3103729,938,-0.227730811041601,-0.254456835979715,-0.13759901546463,-0.436459009712868,0.133518457406528,1.5690847482975
"Lane County","Kansas",1535,17,0,0,0,1,38.4651663,-100.4776682,939,-0.273283236345953,-0.308685764079628,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Leavenworth County","Kansas",81758,130,1,1,1,1,39.2147095,-95.0620347,940,-0.170334755158117,-0.0681058105896471,-0.13759901546463,-0.0425049136146688,0.133518457406528,0.525022003877604
"Lincoln County","Kansas",2962,14,0,0,0,1,39.0343606,-98.2155504,941,-0.276016381864214,-0.304406348031484,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Linn County","Kansas",9703,0,0,0,0,0,38.1965927,-94.8578272,942,-0.288771060949432,-0.284190830455777,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Logan County","Kansas",2794,71,0,0,0,1,38.9058216,-101.1552381,943,-0.224086617017253,-0.30491016155362,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Lyon County","Kansas",33195,59,1,0,0,1,38.4573987,-96.1683124,944,-0.235019199090297,-0.213740906277092,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"McPherson County","Kansas",28542,87,1,3,0,0,38.3659015,-97.6575171,945,-0.20950984091986,-0.227694741506252,-0.13759901546463,0.745403278581729,-0.245447209414891,-0.51904074054229
"Marion County","Kansas",11884,52,1,0,1,1,38.3734544,-97.1305937,946,-0.241396538632906,-0.277650251338047,-0.13759901546463,-0.436459009712868,0.133518457406528,0.525022003877604
"Marshall County","Kansas",9707,25,0,1,0,0,39.7865054,-96.5255661,947,-0.265994848297256,-0.284178834895726,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Meade County","Kansas",4033,20,0,0,0,1,37.2091116,-100.396302,948,-0.270550090827691,-0.301194536827867,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Miami County","Kansas",34237,194,1,1,0,1,38.5620514,-94.8557402,949,-0.112027650768547,-0.210616062883844,-0.13759901546463,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Mitchell County","Kansas",5979,75,0,0,0,1,39.3863019,-98.2112629,950,-0.220442422992904,-0.295358696863125,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Montgomery County","Kansas",31829,128,2,2,0,0,37.1983948,-95.7628341,951,-0.172156852170292,-0.21783739003446,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Morris County","Kansas",5620,25,0,0,0,1,38.6908906,-96.6707526,952,-0.265994848297256,-0.29643529837769,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Morton County","Kansas",2587,120,0,0,0,1,37.1960735,-101.8099541,953,-0.179445240218988,-0.305530931786252,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Nemaha County","Kansas",10231,49,1,2,0,0,39.7880532,-96.0157844,954,-0.244129684151167,-0.282607416529064,-0.13759901546463,0.35144918248353,-0.245447209414891,-0.51904074054229
"Neosho County","Kansas",16007,25,1,0,0,1,37.5566345,-95.33166,955,-0.265994848297256,-0.265285827815626,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Ness County","Kansas",2750,109,0,0,0,2,38.4713429,-99.9586896,956,-0.189466773785945,-0.30504211271418,-0.574302153434195,-0.436459009712868,-0.245447209414891,1.5690847482975
"Norton County","Kansas",5361,25,0,0,0,1,39.7944702,-99.9100033,957,-0.265994848297256,-0.297212010890983,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Osage County","Kansas",15949,0,0,0,0,0,38.6736049,-95.7367738,958,-0.288771060949432,-0.265459763436364,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Osborne County","Kansas",3421,25,0,0,0,1,39.3351558,-98.7933509,959,-0.265994848297256,-0.303029857515649,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Ottawa County","Kansas",5704,42,0,1,0,0,39.1273653,-97.6568094,960,-0.250507023693777,-0.296183391616622,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Pawnee County","Kansas",6414,638,1,0,0,2,38.1858758,-99.240825,961,0.292477885934097,-0.294054179707595,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Phillips County","Kansas",5234,25,0,1,0,0,39.7961542,-99.346586,962,-0.265994848297256,-0.297592869922597,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Pottawatomie County","Kansas",24383,177,2,2,0,0,39.3928203,-96.3414279,963,-0.127515475372027,-0.240167125069131,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Pratt County","Kansas",9164,85,1,1,0,0,37.6280602,-98.7485305,964,-0.211331937932034,-0.28580723217263,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Rawlins County","Kansas",2530,24,1,0,0,1,39.7904797,-101.0994722,965,-0.266905896803343,-0.305701868516977,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Reno County","Kansas",61998,223,1,1,1,0,37.930344,-98.1055753,966,-0.0856072440920231,-0.127363877240882,-0.13759901546463,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Republic County","Kansas",4636,63,0,1,0,0,39.8266503,-97.6580834,967,-0.231375005065949,-0.299386206150201,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Rice County","Kansas",9537,25,1,0,0,1,38.3266261,-98.2007179,968,-0.265994848297256,-0.284688646197888,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Riley County","Kansas",74232,109,2,1,1,0,39.3026347,-96.7709339,969,-0.189466773785945,-0.0906754568253351,0.299104122504934,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Rooks County","Kansas",4920,20,1,0,0,1,39.3494127,-99.3216587,970,-0.270550090827691,-0.29853452138659,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Rush County","Kansas",3036,36,0,0,0,1,38.5047752,-99.309214,971,-0.255973314730299,-0.304184430170544,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Russell County","Kansas",6856,46,1,1,0,0,38.8970508,-98.7980433,972,-0.246862829669428,-0.292728670321975,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Saline County","Kansas",54224,214,2,1,1,0,38.7704462,-97.6669832,973,-0.0938066806468064,-0.150677248199723,0.299104122504934,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Scott County","Kansas",4823,50,1,1,0,1,38.4584915,-100.9336244,974,-0.24321863564508,-0.298825413717823,-0.13759901546463,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Sedgwick County","Kansas",516042,1140,4,3,8,1,37.6448148,-97.4641388,975,0.749824235989789,1.23426413969198,1.17251039844406,0.745403278581729,2.78627812515647,0.525022003877604
"Seward County","Kansas",21428,101,0,0,0,1,37.1850331,-100.8928434,976,-0.196755161834642,-0.249028845056702,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Shawnee County","Kansas",176875,768,2,2,1,1,39.0273676,-95.7627535,977,0.410914191725412,0.217139610749701,0.299104122504934,0.35144918248353,0.133518457406528,0.525022003877604
"Sheridan County","Kansas",2521,53,0,0,0,1,39.3530598,-100.4576457,978,-0.240485490126819,-0.305728858527091,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Sherman County","Kansas",5917,25,0,0,0,1,39.3412127,-101.7492408,979,-0.265994848297256,-0.295544628043914,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Smith County","Kansas",3583,53,1,1,0,0,39.796749,-98.7935393,980,-0.240485490126819,-0.302544037333589,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Stafford County","Kansas",4156,25,1,0,0,1,38.0350094,-98.718816,981,-0.265994848297256,-0.300825673356304,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Stanton County","Kansas",2006,34,0,0,0,1,37.5691072,-101.7935648,982,-0.257795411742473,-0.307273286883639,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Stevens County","Kansas",5485,100,0,0,0,1,37.1929045,-101.3119354,983,-0.197666210340729,-0.296840148529406,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Sumner County","Kansas",22836,76,1,0,0,2,37.2435967,-97.4792142,984,-0.219531374486817,-0.2448064079188,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Thomas County","Kansas",7777,88,1,1,0,0,39.3529613,-101.0810229,985,-0.208598792413773,-0.289966692620265,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Trego County","Kansas",2803,62,1,0,0,1,38.9289979,-99.9130572,986,-0.232286053572036,-0.304883171543506,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Wabaunsee County","Kansas",6931,0,0,0,0,0,38.9468399,-96.1991241,987,-0.288771060949432,-0.292503753571021,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Wallace County","Kansas",1518,0,0,0,0,0,38.9073846,-101.7565099,988,-0.288771060949432,-0.308736745209844,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Washington County","Kansas",5406,50,1,0,0,2,39.7887478,-97.0917391,989,-0.24321863564508,-0.297077060840411,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Wichita County","Kansas",2119,37,0,0,0,1,38.4482137,-101.3352939,990,-0.255062266224212,-0.306934412312203,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Wilson County","Kansas",8525,49,2,0,0,2,37.5692118,-95.7452639,991,-0.244129684151167,-0.287723522890755,0.299104122504934,-0.436459009712868,-0.245447209414891,1.5690847482975
"Woodson County","Kansas",3138,0,0,0,0,0,37.8811369,-95.7517113,992,-0.288771060949432,-0.303878543389247,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Wyandotte County","Kansas",165429,1232,3,1,1,2,39.1090458,-94.767624,993,0.833640698549796,0.182814315664172,0.735807260474499,-0.0425049136146688,0.133518457406528,1.5690847482975
"Adair County","Kentucky",19202,77,1,1,0,0,37.0954558,-85.289922,994,-0.21862032598073,-0.255704374225004,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Allen County","Kentucky",21315,25,0,1,0,0,36.7528961,-86.1924103,995,-0.265994848297256,-0.249367719628139,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Anderson County","Kentucky",22747,0,0,0,0,0,38.0096811,-84.9880147,996,-0.288771060949432,-0.245073309129932,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Ballard County","Kentucky",7888,0,0,0,0,0,37.0231521,-88.9888619,997,-0.288771060949432,-0.289633815828854,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Barren County","Kentucky",44249,180,1,1,0,0,36.9584649,-85.925817,998,-0.124782329853766,-0.180591176076548,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Bath County","Kentucky",12500,0,0,0,0,0,38.1245248,-83.7249243,999,-0.288771060949432,-0.275802935090215,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Bell County","Kentucky",26032,216,2,2,0,0,36.7370344,-83.6491695,1000,-0.0919845836346324,-0.235221955438165,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Boone County","Kentucky",133581,201,1,1,1,0,38.9589235,-84.7160121,1001,-0.105650311225938,0.0873056665392469,-0.13759901546463,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Bourbon County","Kentucky",19788,58,1,0,1,0,38.1944867,-84.2046611,1002,-0.235930247596384,-0.253947024677553,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Boyd County","Kentucky",46718,455,1,1,0,0,38.3608934,-82.6945926,1003,0.125756009320169,-0.173186916635157,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Boyle County","Kentucky",30060,222,0,1,0,0,37.6240938,-84.8540572,1004,-0.0865182925981101,-0.223142426466952,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Bracken County","Kentucky",8303,0,0,0,0,0,38.686946,-84.0751461,1005,-0.288771060949432,-0.288389276473577,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Breathitt County","Kentucky",12630,55,1,0,1,0,37.5248869,-83.2943551,1006,-0.238663393114645,-0.275413079388562,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Breckinridge County","Kentucky",20477,25,1,1,0,0,37.7406389,-86.4109353,1007,-0.265994848297256,-0.251880789458793,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Bullitt County","Kentucky",81676,0,0,0,0,0,37.9749498,-85.6742394,1008,-0.288771060949432,-0.0683517195706897,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Butler County","Kentucky",12879,0,0,0,0,0,37.240158,-86.673921,1009,-0.288771060949432,-0.274666355775397,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Caldwell County","Kentucky",12747,25,1,1,0,0,37.1169666,-87.8391211,1010,-0.265994848297256,-0.275062209257075,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Calloway County","Kentucky",39001,152,1,0,0,1,36.6257937,-88.271076,1011,-0.150291688024203,-0.196329350863273,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Campbell County","Kentucky",93584,284,1,1,0,1,38.9339799,-84.3715286,1012,-0.0300332852207139,-0.0326409372992876,-0.13759901546463,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Carlisle County","Kentucky",4760,0,0,0,0,0,36.8432751,-88.9636817,1013,-0.288771060949432,-0.299014343788624,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Carroll County","Kentucky",10631,25,1,0,0,1,38.65718,-85.1000246,1014,-0.265994848297256,-0.281407860523978,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Carter County","Kentucky",26797,0,0,0,0,0,38.3199171,-83.0039034,1015,-0.288771060949432,-0.232927804578439,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Casey County","Kentucky",16159,15,1,0,0,1,37.2911032,-84.9146294,1016,-0.275105333358127,-0.264829996533694,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Christian County","Kentucky",70461,786,1,1,1,1,36.8778665,-87.5014545,1017,0.427313064834978,-0.101984271063281,-0.13759901546463,-0.0425049136146688,0.133518457406528,0.525022003877604
"Clark County","Kentucky",36263,54,1,0,1,0,37.9713791,-84.1550145,1018,-0.239574441620732,-0.204540311718085,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Clay County","Kentucky",19901,63,1,1,0,0,37.1540436,-83.723144,1019,-0.231375005065949,-0.253608150106117,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Clinton County","Kentucky",10218,42,1,1,0,0,36.7190018,-85.1426047,1020,-0.250507023693777,-0.282646402099229,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Crittenden County","Kentucky",8806,48,1,1,0,0,37.3600974,-88.0885106,1021,-0.245040732657254,-0.286880834797182,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Cumberland County","Kentucky",6614,25,1,1,0,0,36.7934611,-85.3795095,1022,-0.265994848297256,-0.293454401705052,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Daviess County","Kentucky",101511,527,1,2,0,0,37.6877924,-87.0818357,1023,0.191351501758436,-0.00886873616850123,-0.13759901546463,0.35144918248353,-0.245447209414891,-0.51904074054229
"Edmonson County","Kentucky",12150,0,0,0,0,0,37.1999181,-86.2206738,1024,-0.288771060949432,-0.276852546594665,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Elliott County","Kentucky",7517,0,0,0,0,0,38.1178636,-83.0656398,1025,-0.288771060949432,-0.290746404023571,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Estill County","Kentucky",14106,25,1,1,0,0,37.6896864,-83.9407279,1026,-0.265994848297256,-0.270986717729796,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Fayette County","Kentucky",323152,2379,4,5,1,5,38.0280648,-84.4722444,1027,1.87861333503163,0.655808245139513,1.17251039844406,1.53331147077813,0.133518457406528,4.70127298155718
"Fleming County","Kentucky",14581,52,1,1,0,0,38.3663888,-83.6790737,1028,-0.241396538632906,-0.269562244973757,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Floyd County","Kentucky",35589,251,1,3,0,0,37.5473459,-82.7645621,1029,-0.0600978859215861,-0.206561563586654,-0.13759901546463,0.745403278581729,-0.245447209414891,-0.51904074054229
"Franklin County","Kentucky",50991,173,1,0,1,0,38.2520423,-84.8633812,1030,-0.131159669396375,-0.160372659610828,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Fulton County","Kentucky",5969,70,1,0,1,0,36.5577082,-89.102082,1031,-0.22499766552334,-0.295388685763253,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Gallatin County","Kentucky",8869,0,0,0,0,0,38.7531444,-84.8435828,1032,-0.288771060949432,-0.286691904726381,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Garrard County","Kentucky",17666,15,1,0,1,0,37.6360342,-84.5408428,1033,-0.275105333358127,-0.260310669284533,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Grant County","Kentucky",25069,25,1,1,0,0,38.6472221,-84.6162564,1034,-0.265994848297256,-0.238109886520409,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Graves County","Kentucky",37266,107,1,0,1,0,36.7244966,-88.6569094,1035,-0.191288870798119,-0.201532425035333,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
